"","N All","Spearman Correlation All","Spearman P-value All","RMSE","MAE","R2","NRMSE"
"zebularine",113,0.400770857905319,1.08890170275161e-05,1.54120096213389,1.22475410147728,0.160060413371131,0.157391156621453
"maraviroc",233,0.0351437139598485,0.593531554797242,0.636582783548433,0.448690939335347,-0.0993644954433859,0.135181411214124
"DL-TBOA",113,0.0253413994716059,0.789907766636884,0.436603865257794,0.305841729641216,-0.325180684266519,0.20276976837163
"triptolide",137,0.316820518816485,0.000161973587337728,1.25474231336191,1.0093990269312,0.0792277557591714,0.190354452608984
"Bax channel blocker",233,0.10886716767566,0.0973621156950572,0.840169510158289,0.685258969811942,-0.0322651221236916,0.200431678552958
"CCT036477",137,0.420668069177957,3.08466359854776e-07,0.773811052845987,0.587892384985611,0.137503313515203,0.183055226354558
"sirolimus",233,0.381537926120336,1.72330221457077e-09,1.12035222754414,0.874928679129931,0.139549140358856,0.137932454972951
"OSW-1",137,0.257021301865344,0.00243022637765218,1.36291129597765,1.0389452747995,0.00955625157202744,0.236461858974486
"brefeldin A",136,-0.0479793790362067,0.579109533228838,1.36138578461567,0.862362190409423,-0.929530338002194,0.273507942665128
"itraconazole",232,0.336584376050155,1.49574242187499e-07,1.00789243598526,0.799354315112295,0.112555054114524,0.178057139119382
"dexamethasone",233,0.424027067917116,1.38657038729967e-11,0.955079330619688,0.606997724616934,0.173262561494239,0.0927047275114767
"teniposide",113,0.43017501358646,1.9808781045209e-06,1.56227447473865,1.22316060507722,0.17880616516573,0.188813436844862
"ML162",136,0.362270148701925,1.46482100304309e-05,1.82664654928963,1.53650053034578,0.130289364805994,0.27686690163573
"SN-38",136,0.524965603655854,5.3508224831671e-11,1.55611774397378,1.2509366744909,0.275081044022005,0.188759007553766
"ciclosporin",233,0.213595612181789,0.00103511262170482,1.03313221605649,0.812628859833159,0.0424007865598948,0.156343308372526
"PK-11195",113,0.364593101579538,7.18308301550987e-05,0.768667979030432,0.587993403034894,0.0741223159834289,0.193663041755167
"isoevodiamine",136,0.453376262784817,2.97850429327689e-08,1.35465776702608,1.06209903522426,0.187359781188204,0.182772388463958
"idarubicin",136,0.370956295139827,8.7562748579428e-06,1.40657595825702,1.10878654197702,0.130527306801369,0.182214536250123
"Compound 44",113,0.209608895176141,0.025866305385909,1.20511988090878,0.937539944088494,-0.0506994608333458,0.217013592326728
"blebbistatin",113,0.131266662838869,0.16578549848926,1.20718230981591,0.903995117979822,-0.13034133299948,0.191161094190959
"myriocin",136,-0.00648474314427696,0.940272634957563,0.768761461714711,0.525819766758457,-0.132889551664712,0.118593934516254
"etoposide",136,0.585603678033785,6.98167708772497e-14,1.45319753339887,1.15506882171038,0.328558459845459,0.173168958398491
"oligomycin A",233,0.429495769812458,7.08502617587734e-12,1.50441400871104,1.16565817747234,0.182720206097352,0.159732548018438
"chaetocin",114,0.210461196869123,0.0246028151079096,1.4945773056092,1.16832016343604,-0.117569193560989,0.246215496294883
"RITA",233,0.247229238148149,0.000137371950420392,1.52879887299882,1.15760285852602,0.0553836621539031,0.199036540703682
"tubastatin A",137,0.238191036137467,0.0050650354095677,0.880412829384209,0.600270448421095,-0.226584875871243,0.184275452494759
"3-chloro-L-alanine",114,0.469197193022544,1.3968712483805e-07,0.977224550528482,0.776266887922965,0.18315861778793,0.190811994870247
"BMS-299897",136,0.00614380232056152,0.943407494680511,0.496293413614565,0.355978366702194,-0.0717298454047675,0.120811444404714
"Compound 110",113,0.204750915219972,0.0295975704937647,0.975018852160613,0.760701286604949,-0.0251926929969541,0.175634768195521
"Merck60",233,0.479695304597444,8.22885772070345e-15,1.30292654051994,1.04022954747187,0.2278841215933,0.1566343170539
"BIBR-1532",113,0.172528498627174,0.0676487004744849,0.857265269961427,0.654832821255672,-0.0678178568829646,0.18985787654451
"LDN-193189",204,0.227018609106101,0.00109352372006151,1.02328850717267,0.742966135483053,-0.0575277210244676,0.17950697865516
"ML030",136,0.399730617909742,1.42741789920348e-06,0.872588261437574,0.689807358823606,0.148581868016378,0.182454419537391
"ubistatin B",113,0.30130952570516,0.00118251073130887,1.38144565090979,1.0628003806535,0.0689983199797437,0.156456198571825
"LE-135",113,0.244408971031333,0.00908316968234157,1.1193817000648,0.833285151826322,-0.000412099995215298,0.160574615206323
"rotenone",113,0.173493437914565,0.0661040610982328,2.88675387781998,1.38261901731266,-2.5446461271223,0.33454134004327
"FGIN-1-27",136,0.0849781706699621,0.325292266910175,0.503257780351348,0.39901727179587,-0.121732656611661,0.197875901526107
"avrainvillamide",233,0.296350610055729,4.16272483563329e-06,1.20237077352931,0.962639497339194,0.0812520492480246,0.199835589271591
"SR-II-138A",137,0.642392697029299,2.65090917170184e-17,0.943272172874177,0.744089781046,0.392898550113737,0.14135802007127
"BEZ235",114,-0.00733611893357694,0.938252739183169,1.65054463293698,1.06842109329999,-1.0395972985709,0.289021613948479
"TG-101348",233,0.496463871188876,6.65182926190946e-16,0.99787308939781,0.821396544790639,0.228761374908695,0.154066941088581
"4-methylfasudil",113,0.35431902580125,0.000117987324214325,1.17879607842697,0.895152135083791,0.119000407693787,0.159538230622966
"XAV-939",233,0.103491421470307,0.115149076523296,0.686070793531239,0.524495046609773,-0.0275230349013591,0.16653820602273
"BMS-754807",137,0.34161949785076,4.3977493495591e-05,1.34483476021767,1.07950666588944,0.1160969813005,0.21304751784475
"BRD6368",233,0.409023901953624,8.23152118850351e-11,1.00740163493861,0.781304427629126,0.166926608108683,0.132001739440285
"gemcitabine",113,0.389102912638909,2.0503538352385e-05,1.71411013655547,1.38796593692993,0.14402796219427,0.195628222585901
"Compound 4",233,-0.147597934328736,0.024245094592422,0.471926247134031,0.311819552240666,-0.074360883799693,0.0830534383045353
"Gly-Gly-PALO",113,0.0736871161653937,0.437955204098836,0.455580981165619,0.330421714811122,-0.105630569536725,0.158078064249
