"","N All","Spearman Correlation All","Spearman P-value All","RMSE","MAE","R2","NRMSE"
"Camptothecin",544,0.570446312482011,2.79816701890399e-48,1.63578986040275,1.28355258566474,0.299619429098783,0.159094060827912
"Vinblastine",507,0.613578614629464,9.1358858964235e-54,1.84607475375784,1.43227286255863,0.336417525301809,0.163120306229436
"Cisplatin",520,0.610549162905116,1.95410306849371e-54,1.56409032110858,1.24417712180923,0.358097649613099,0.161437520280045
"Cytarabine",509,0.64911026223093,3.23073237438812e-62,1.74450770621607,1.42687148199856,0.403272005544533,0.146561101655412
"Docetaxel",539,0.456150371595378,4.69426046505391e-29,2.74885323250555,2.18044499808765,0.158801185617955,0.223009319148043
"Gefitinib",509,0.381279590317428,4.65934000407139e-19,1.15023703509924,0.852503491730472,0.128082072333612,0.127254277556434
"Navitoclax",509,0.550909648346881,9.693517215911e-42,1.71312080480787,1.33976677370556,0.290009334764747,0.129630741492144
"Vorinostat",514,0.651137934619804,2.53616744771639e-63,0.879223839088789,0.651500095191173,0.411178567536493,0.118767183470303
"Nilotinib",513,0.641293337241453,9.02111785347458e-61,1.44498340442623,1.01603825441349,0.379039914846987,0.103094526882455
"Olaparib",518,0.587390119881525,2.29356589825268e-49,1.08813755683057,0.860482575220275,0.331001254644777,0.126739070816121
"Axitinib",44,0.0721123985835508,0.641805875013534,1.203430684299,0.942622367107111,-0.0060165002126753,0.202858298022662
"AZD7762",520,0.579836105220382,4.84835988385377e-48,1.24435990845941,0.975836351475121,0.320848985598964,0.101843414425975
"SB216763",83,0.262861140346412,0.0163573050411578,1.25467905922041,0.979249959246316,0.0646350309355953,0.204547072243054
"KU-55933",43,0.174981821157423,0.261732103728757,1.17286367005905,0.904592276264755,0.0235289153611457,0.232246368586948
"Afatinib",542,0.378299988098749,6.96118100834469e-20,1.397330567254,0.957350325093357,0.126666630745383,0.120412757531773
"Staurosporine",525,0.473505212798411,1.07858460242246e-30,1.25593351595881,0.9715894565879,0.209760202329048,0.123680387049388
"PLX-4720",535,0.526025256754672,2.10488806909212e-39,1.21526957033061,0.946343374283445,0.254381309074436,0.122762785441544
"NU7441",43,-0.113803300007283,0.467450285902432,1.14171015254138,0.89573971692631,-0.0688937148848388,0.205306147016988
"Doramapimod",42,0.137844525133989,0.384004644449468,1.0929122413377,0.769956883117424,0.0110979916190987,0.179976277014081
"Wee1 Inhibitor",512,0.576097856901548,1.32494030396829e-46,1.31435488465986,0.978297229712395,0.311847826257495,0.136461402872189
"Nutlin-3a (-)",525,0.65087281426686,1.41321041427694e-64,1.39082171507533,1.02359032757194,0.377729665587728,0.133566849036988
"Mirin",492,0.523228589448402,6.29598156056085e-36,1.07265755133347,0.765736356022299,0.247230010423249,0.128896711439645
