"","N All","Spearman Correlation All","Spearman P-value All","RMSE","MAE","R2","NRMSE"
"CIL55",307,0.0530577841002823,0.354182077701001,1.11857882342561,0.617422214310532,-0.0200373148767845,0.0735065663927882
"BRD4132",746,0.11700065457645,0.00136817942164875,1.23543146793177,0.967013963958892,0.00812862071436948,0.153990061815298
"BRD6340",776,0.398313250877985,6.60054465779804e-31,0.619055658263452,0.417168428651203,0.158508246266431,0.0877968597735714
"BRD9876",734,0.141548785251619,0.000119205297342439,1.77292563610253,1.38900566613987,0.0136501828246971,0.157577982250849
"betulinic acid",759,0.0498399639180889,0.17016363289645,1.23056864290944,0.829674436267017,-0.00747636612954761,0.120051963641009
"gossypol",737,0.423579346330773,1.89934887143616e-33,0.938435939570421,0.708442675341474,0.178979329620913,0.102303031643656
"chlorambucil",750,0.651418015630869,8.92840435000446e-92,1.23719791853044,0.908484825395556,0.421648520433389,0.0888938487343771
"fluorouracil",778,0.547040369638341,6.24131920813066e-62,1.27939001416565,0.952497047540703,0.292621595828049,0.11662200231219
"cimetidine",220,-0.0922527954428169,0.172742515594787,0.762135385015723,0.533939758787879,-0.0659773833962078,0.126432545623046
"azacitidine",740,0.160653821987449,1.12611055429028e-05,0.994583823107771,0.675650793378378,0.0230678774835852,0.127412736754775
"trifluoperazine",722,0.178568476393597,1.37432021338354e-06,0.724510399531218,0.468894284995383,0.0190146093863496,0.0958486551655952
"paclitaxel",764,0.594674628552566,2.99789079023463e-74,3.06967173117557,2.43284401799738,0.347524172730038,0.175182576382382
"tamoxifen",757,0.0231776929755621,0.52429795054147,1.11171025408534,0.850609089608102,-0.0256662932095808,0.113386599564015
"carboplatin",778,0.24055157303525,1.05412182902461e-11,0.861630139116053,0.57246625453299,0.0547297220347138,0.0838536834688726
"teniposide",403,0.719453436663092,1.83175762370391e-65,1.93566181305308,1.47083195767577,0.515256871169932,0.131186839244532
"sildenafil",751,0.0945843028446051,0.00949982124557284,0.950070353626048,0.644057587687528,4.35701020580215e-05,0.102293393803207
"simvastatin",703,0.262898293016867,1.40980034159516e-12,1.25829654457618,0.967606175765766,0.0677340858368618,0.103784738213656
"parbendazole",790,0.650510924986018,3.11910075284398e-96,2.17019808332206,1.69670470483966,0.419166634784635,0.144489146548027
"procarbazine",715,0.0165864516653615,0.657933827192713,1.28431391327191,0.951724721342658,-0.0218481264189985,0.13725408383618
"curcumin",773,0.510666663846125,1.44784094397404e-52,0.822381782783487,0.620687696244071,0.259175327129937,0.110348305662921
"ciclopirox",783,0.620554587477552,1.56055672493682e-84,1.09747900163841,0.832622151047254,0.38417694989773,0.0969221871396511
"epigallocatechin-3-monogallate",693,0.458146695039955,2.93879159604057e-37,1.222247359977,0.946141715858586,0.209731913936874,0.09672662925879
